x,y,type
0,0,Obstacle
1,0,Obstacle
2,0,Obstacle
3,0,Obstacle
4,0,Obstacle
5,0,Obstacle
6,0,Obstacle
7,0,Obstacle
8,0,Obstacle
9,0,Obstacle
10,0,Obstacle
11,0,Obstacle
12,0,Obstacle
13,0,Obstacle
14,0,Obstacle
15,0,Obstacle
16,0,Obstacle
17,0,Obstacle
18,0,Obstacle
19,0,Obstacle
20,0,Obstacle
21,0,Obstacle
22,0,Obstacle
23,0,Obstacle
24,0,Obstacle
25,0,Obstacle
26,0,Obstacle
27,0,Obstacle
28,0,Obstacle
29,0,Obstacle
30,0,Obstacle
31,0,Obstacle
32,0,Obstacle
33,0,Obstacle
34,0,Obstacle
35,0,Obstacle
36,0,Obstacle
37,0,Obstacle
38,0,Grass
39,0,Grass
40,0,Grass
41,0,Grass
42,0,Grass
43,0,Obstacle
44,0,Obstacle
45,0,Obstacle
46,0,Obstacle
47,0,Obstacle
48,0,Obstacle
49,0,Obstacle
50,0,Obstacle
51,0,Obstacle
52,0,Obstacle
53,0,Obstacle
54,0,Obstacle
55,0,Obstacle
56,0,Obstacle
57,0,Obstacle
58,0,Obstacle
59,0,Obstacle
60,0,Obstacle
61,0,Obstacle
62,0,Obstacle
63,0,Obstacle
64,0,Obstacle
65,0,Obstacle
66,0,Obstacle
67,0,Obstacle
68,0,Obstacle
69,0,Obstacle
70,0,Obstacle
71,0,Obstacle
72,0,Obstacle
73,0,Obstacle
74,0,Obstacle
75,0,Obstacle
76,0,Obstacle
77,0,Obstacle
78,0,Obstacle
79,0,Obstacle
80,0,Obstacle
81,0,Obstacle
82,0,Obstacle
83,0,Obstacle
84,0,Obstacle
85,0,Obstacle
86,0,Obstacle
87,0,Obstacle
88,0,Obstacle
89,0,Obstacle
90,0,Obstacle
91,0,Obstacle
92,0,Obstacle
93,0,Obstacle
94,0,Obstacle
95,0,Obstacle
96,0,Obstacle
97,0,Obstacle
98,0,Obstacle
99,0,Obstacle
100,0,Obstacle
101,0,Obstacle
102,0,Obstacle
103,0,Obstacle
104,0,Obstacle
105,0,Obstacle
106,0,Obstacle
107,0,Obstacle
108,0,Obstacle
109,0,Obstacle
110,0,Obstacle
111,0,Obstacle
112,0,Obstacle
113,0,Obstacle
114,0,Obstacle
115,0,Obstacle
116,0,Obstacle
117,0,Obstacle
118,0,Obstacle
119,0,Obstacle
120,0,Obstacle
121,0,Obstacle
122,0,Obstacle
123,0,Obstacle
124,0,Obstacle
125,0,Obstacle
126,0,Obstacle
127,0,Obstacle
128,0,Obstacle
129,0,Obstacle
130,0,Obstacle
131,0,Obstacle
132,0,Obstacle
133,0,Obstacle
134,0,Obstacle
135,0,Obstacle
136,0,Obstacle
137,0,Obstacle
138,0,Obstacle
139,0,Obstacle
140,0,Obstacle
141,0,Obstacle
142,0,Obstacle
143,0,Obstacle
144,0,Obstacle
145,0,Obstacle
146,0,Obstacle
147,0,Obstacle
148,0,Obstacle
149,0,Obstacle
150,0,Obstacle
151,0,Obstacle
152,0,Obstacle
153,0,Obstacle
154,0,Obstacle
155,0,Obstacle
156,0,Obstacle
157,0,Obstacle
158,0,Obstacle
159,0,Obstacle
160,0,Obstacle
161,0,Obstacle
162,0,Obstacle
163,0,Obstacle
164,0,Obstacle
165,0,Obstacle
166,0,Obstacle
167,0,Obstacle
168,0,Obstacle
169,0,Obstacle
170,0,Obstacle
171,0,Obstacle
172,0,Obstacle
173,0,Obstacle
174,0,Obstacle
175,0,Obstacle
176,0,Obstacle
177,0,Obstacle
178,0,Grass
179,0,Grass
180,0,Obstacle
181,0,Grass
182,0,Grass
183,0,Grass
184,0,Grass
185,0,Obstacle
186,0,Grass
187,0,Grass
188,0,Grass
189,0,Grass
190,0,Grass
191,0,Grass
192,0,Grass
193,0,Grass
194,0,Grass
195,0,Grass
196,0,Grass
197,0,Grass
198,0,Grass
199,0,Grass
200,0,Obstacle
201,0,Obstacle
202,0,Obstacle
203,0,Obstacle
204,0,Obstacle
205,0,Obstacle
206,0,Obstacle
207,0,Obstacle
208,0,Obstacle
209,0,Obstacle
210,0,Obstacle
211,0,Obstacle
212,0,Obstacle
213,0,Obstacle
214,0,Obstacle
215,0,Obstacle
216,0,Obstacle
217,0,Obstacle
218,0,Obstacle
219,0,Obstacle
220,0,Obstacle
221,0,Obstacle
222,0,Obstacle
223,0,Obstacle
224,0,Obstacle
225,0,Obstacle
226,0,Obstacle
227,0,Obstacle
228,0,Obstacle
229,0,Obstacle
230,0,Obstacle
231,0,Obstacle
232,0,Grass
233,0,Obstacle
234,0,Obstacle
235,0,Grass
236,0,Obstacle
237,0,Obstacle
238,0,Obstacle
239,0,Obstacle
240,0,Grass
241,0,Grass
242,0,Obstacle
243,0,Grass
244,0,Grass
245,0,Grass
246,0,Obstacle
247,0,Grass
248,0,Grass
249,0,Grass
250,0,Obstacle
251,0,Obstacle
252,0,Obstacle
253,0,Obstacle
254,0,Obstacle
255,0,Obstacle
256,0,Obstacle
257,0,Obstacle
258,0,Grass
259,0,Grass
260,0,Obstacle
261,0,Grass
262,0,Obstacle
263,0,Obstacle
264,0,Obstacle
265,0,Obstacle
266,0,Obstacle
267,0,Obstacle
268,0,Obstacle
269,0,Obstacle
270,0,Obstacle
271,0,Obstacle
272,0,Obstacle
273,0,Obstacle
274,0,Obstacle
275,0,Obstacle
276,0,Obstacle
277,0,Obstacle
278,0,Obstacle
279,0,Obstacle
280,0,Obstacle
281,0,Obstacle
282,0,Obstacle
283,0,Obstacle
284,0,Obstacle
285,0,Obstacle
286,0,Obstacle
287,0,Obstacle
288,0,Obstacle
289,0,Obstacle
290,0,Obstacle
291,0,Grass
292,0,Obstacle
293,0,Grass
294,0,Obstacle
295,0,Obstacle
296,0,Grass
297,0,Obstacle
298,0,Grass
299,0,Grass
300,0,Obstacle
301,0,Obstacle
302,0,Obstacle
303,0,Obstacle
304,0,Obstacle
305,0,Obstacle
306,0,Obstacle
307,0,Obstacle
308,0,Obstacle
309,0,Obstacle
310,0,Obstacle
311,0,Obstacle
312,0,Obstacle
313,0,Obstacle
314,0,Obstacle
315,0,Obstacle
316,0,Obstacle
317,0,Obstacle
318,0,Obstacle
319,0,Obstacle
320,0,Obstacle
321,0,Obstacle
322,0,Obstacle
323,0,Obstacle
324,0,Grass
325,0,Obstacle
326,0,Grass
327,0,Grass
328,0,Grass
329,0,Obstacle
330,0,Grass
331,0,Grass
332,0,Grass
333,0,Grass
334,0,Obstacle
335,0,Grass
336,0,Grass
337,0,Grass
338,0,Obstacle
339,0,Grass
340,0,Obstacle
341,0,Grass
342,0,Grass
343,0,Obstacle
344,0,Obstacle
345,0,Obstacle
346,0,Obstacle
347,0,Obstacle
348,0,Obstacle
349,0,Obstacle
350,0,Obstacle
351,0,Obstacle
352,0,Obstacle
353,0,Obstacle
354,0,Obstacle
355,0,Obstacle
356,0,Obstacle
357,0,Obstacle
358,0,Obstacle
359,0,Obstacle
360,0,Obstacle
361,0,Obstacle
362,0,Obstacle
363,0,Obstacle
364,0,Grass
365,0,Grass
366,0,Grass
367,0,Obstacle
368,0,Grass
369,0,Grass
370,0,Grass
371,0,Obstacle
372,0,Grass
373,0,Grass
374,0,Obstacle
375,0,Grass
376,0,Grass
377,0,Grass
378,0,Grass
379,0,Grass
380,0,Obstacle
381,0,Grass
382,0,Grass
383,0,Grass
384,0,Grass
385,0,Grass
386,0,Obstacle
387,0,Grass
388,0,Grass
389,0,Grass
390,0,Grass
391,0,Grass
392,0,Obstacle
393,0,Grass
394,0,Obstacle
395,0,Obstacle
396,0,Obstacle
397,0,Obstacle
398,0,Obstacle
399,0,Obstacle
0,1,Obstacle
1,1,Obstacle
2,1,Obstacle
3,1,Obstacle
4,1,Obstacle
5,1,Obstacle
6,1,Obstacle
7,1,Obstacle
8,1,Obstacle
9,1,Obstacle
10,1,Obstacle
11,1,Obstacle
12,1,Obstacle
13,1,Obstacle
14,1,Obstacle
15,1,Obstacle
16,1,Obstacle
17,1,Obstacle
18,1,Obstacle
19,1,Obstacle
20,1,Obstacle
21,1,Obstacle
22,1,Obstacle
23,1,Obstacle
24,1,Obstacle
25,1,Obstacle
26,1,Obstacle
27,1,Obstacle
28,1,Obstacle
29,1,Obstacle
30,1,Obstacle
31,1,Obstacle
32,1,Obstacle
33,1,Obstacle
34,1,Obstacle
35,1,Obstacle
36,1,Obstacle
37,1,Obstacle
38,1,Grass
39,1,Grass
40,1,Grass
41,1,Obstacle
42,1,Obstacle
43,1,Obstacle
44,1,Obstacle
45,1,Obstacle
46,1,Obstacle
47,1,Obstacle
48,1,Obstacle
49,1,Obstacle
50,1,Obstacle
51,1,Obstacle
52,1,Obstacle
53,1,Obstacle
54,1,Obstacle
55,1,Obstacle
56,1,Obstacle
57,1,Obstacle
58,1,Obstacle
59,1,Obstacle
60,1,Obstacle
61,1,Obstacle
62,1,Obstacle
63,1,Obstacle
64,1,Obstacle
65,1,Obstacle
66,1,Obstacle
67,1,Obstacle
68,1,Obstacle
69,1,Obstacle
70,1,Obstacle
71,1,Obstacle
72,1,Obstacle
73,1,Obstacle
74,1,Obstacle
75,1,Obstacle
76,1,Obstacle
77,1,Obstacle
78,1,Obstacle
79,1,Obstacle
80,1,Obstacle
81,1,Obstacle
82,1,Obstacle
83,1,Obstacle
84,1,Obstacle
85,1,Obstacle
86,1,Obstacle
87,1,Obstacle
88,1,Obstacle
89,1,Obstacle
90,1,Obstacle
91,1,Obstacle
92,1,Obstacle
93,1,Obstacle
94,1,Obstacle
95,1,Obstacle
96,1,Obstacle
97,1,Obstacle
98,1,Obstacle
99,1,Obstacle
100,1,Obstacle
101,1,Obstacle
102,1,Obstacle
103,1,Obstacle
104,1,Obstacle
105,1,Obstacle
106,1,Obstacle
107,1,Obstacle
108,1,Obstacle
109,1,Obstacle
110,1,Obstacle
111,1,Obstacle
112,1,Obstacle
113,1,Obstacle
114,1,Obstacle
115,1,Obstacle
116,1,Obstacle
117,1,Obstacle
118,1,Obstacle
119,1,Obstacle
120,1,Obstacle
121,1,Obstacle
122,1,Obstacle
123,1,Obstacle
124,1,Obstacle
125,1,Obstacle
126,1,Obstacle
127,1,Obstacle
128,1,Obstacle
129,1,Obstacle
130,1,Obstacle
131,1,Obstacle
132,1,Obstacle
133,1,Obstacle
134,1,Obstacle
135,1,Obstacle
136,1,Obstacle
137,1,Obstacle
138,1,Obstacle
139,1,Obstacle
140,1,Obstacle
141,1,Obstacle
142,1,Obstacle
143,1,Obstacle
144,1,Obstacle
145,1,Obstacle
146,1,Obstacle
147,1,Obstacle
148,1,Obstacle
149,1,Obstacle
150,1,Obstacle
151,1,Obstacle
152,1,Obstacle
153,1,Obstacle
154,1,Obstacle
155,1,Obstacle
156,1,Obstacle
157,1,Obstacle
158,1,Obstacle
159,1,Obstacle
160,1,Obstacle
161,1,Obstacle
162,1,Obstacle
163,1,Obstacle
164,1,Obstacle
165,1,Obstacle
166,1,Obstacle
167,1,Obstacle
168,1,Obstacle
169,1,Obstacle
170,1,Obstacle
171,1,Obstacle
172,1,Obstacle
173,1,Obstacle
174,1,Obstacle
175,1,Obstacle
176,1,Obstacle
177,1,Obstacle
178,1,Obstacle
179,1,Obstacle
180,1,Obstacle
181,1,Obstacle
182,1,Obstacle
183,1,Obstacle
184,1,Obstacle
185,1,Obstacle
186,1,Obstacle
187,1,Obstacle
188,1,Obstacle
189,1,Obstacle
190,1,Obstacle
191,1,Grass
192,1,Obstacle
193,1,Obstacle
194,1,Grass
195,1,Grass
196,1,Grass
197,1,Obstacle
198,1,Obstacle
199,1,Obstacle
200,1,Obstacle
201,1,Obstacle
202,1,Obstacle
203,1,Obstacle
204,1,Obstacle
205,1,Obstacle
206,1,Obstacle
207,1,Obstacle
208,1,Obstacle
209,1,Obstacle
210,1,Obstacle
211,1,Obstacle
212,1,Obstacle
213,1,Obstacle
214,1,Obstacle
